date,time,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
2024-06-05,02:00:00,707.63,8.83,19.19,1.83,6.26,10.71,13.3,2.66,2.0
2024-06-05,03:00:00,714.3,10.51,19.02,8.76,6.44,9.0,11.53,2.94,1.0
2024-06-05,04:00:00,540.73,2.85,17.82,20.38,5.6,5.47,7.27,2.41,1.0
2024-06-05,05:00:00,467.3,2.37,13.19,28.25,5.78,4.4,5.96,2.47,1.0
2024-06-05,06:00:00,440.6,2.21,10.37,39.7,5.9,4.32,5.58,2.41,1.0
2024-06-05,07:00:00,367.16,1.15,7.54,55.07,4.23,3.45,4.33,1.66,1.0
2024-06-05,08:00:00,370.5,0.86,9.08,56.51,4.29,3.59,4.44,1.71,1.0
2024-06-05,09:00:00,390.53,0.51,12.17,51.5,4.89,3.57,4.42,1.9,1.0
2024-06-05,10:00:00,500.68,0.82,21.59,35.05,6.74,4.83,5.97,2.66,1.0
2024-06-05,11:00:00,680.92,3.27,32.56,16.99,7.57,7.06,8.57,3.17,1.0
2024-06-05,12:00:00,894.55,9.72,38.39,5.59,7.63,9.43,11.26,3.07,1.0
2024-06-05,13:00:00,1014.71,14.75,39.76,1.08,7.99,11.81,14.06,2.94,2.0
2024-06-05,14:00:00,947.95,11.96,35.64,0.21,7.87,12.47,15.06,2.85,2.0
2024-06-05,15:00:00,801.09,7.26,29.82,0.66,7.15,11.24,13.94,2.72,2.0
2024-06-05,16:00:00,700.95,4.47,25.7,1.29,6.79,9.94,12.59,2.56,1.0
2024-06-05,17:00:00,640.87,3.49,22.96,1.77,6.38,9.0,11.44,2.41,1.0
2024-06-05,18:00:00,580.79,2.71,21.08,2.26,5.42,7.37,9.4,2.06,1.0
2024-06-05,19:00:00,494.0,1.33,18.16,3.89,4.35,5.6,7.32,1.93,1.0
2024-06-05,20:00:00,440.6,0.5,15.42,5.81,4.23,5.03,6.64,2.09,1.0
2024-06-05,21:00:00,433.92,0.28,14.39,6.71,4.53,5.57,7.21,2.22,1.0
2024-06-05,22:00:00,440.6,0.24,14.05,6.71,4.77,6.53,8.13,2.01,1.0
2024-06-05,23:00:00,453.95,0.32,13.54,6.35,4.83,7.37,8.89,1.82,1.0
2024-06-06,00:00:00,467.3,0.76,14.05,5.01,5.13,7.61,9.06,1.9,1.0
2024-06-06,01:00:00,560.76,4.25,16.45,1.72,6.2,8.68,10.47,2.34,1.0
2024-06-06,02:00:00,774.38,15.65,17.48,0.27,7.45,10.58,13.23,2.91,2.0
2024-06-06,03:00:00,907.9,24.59,17.31,0.5,7.75,10.37,13.28,3.13,2.0
2024-06-06,04:00:00,667.57,12.52,17.48,1.7,7.03,6.31,8.31,2.53,1.0
2024-06-06,05:00:00,534.06,6.37,16.79,3.62,7.27,4.81,6.47,2.47,1.0
2024-06-06,06:00:00,467.3,3.86,15.42,6.97,7.45,4.11,5.57,2.5,1.0
2024-06-06,07:00:00,387.19,1.79,12.17,14.48,5.6,2.81,3.83,1.96,1.0
2024-06-06,08:00:00,373.84,1.26,12.17,17.34,5.19,2.41,3.23,1.74,1.0
2024-06-06,09:00:00,390.53,1.2,13.54,17.52,5.72,2.57,3.38,1.79,1.0
2024-06-06,10:00:00,453.95,1.62,17.48,13.77,6.97,3.4,4.36,2.18,1.0
2024-06-06,11:00:00,580.79,4.36,22.96,7.06,7.87,4.86,6.16,2.72,1.0
2024-06-06,12:00:00,700.95,9.39,26.73,2.57,7.57,6.03,7.62,2.82,1.0
2024-06-06,13:00:00,767.71,12.85,27.76,0.93,7.45,7.02,8.96,2.85,1.0
2024-06-06,14:00:00,727.65,10.51,27.42,0.21,7.15,7.66,10.06,2.85,1.0
2024-06-06,15:00:00,647.54,5.64,27.08,1.07,6.38,7.78,10.44,2.72,1.0
2024-06-06,16:00:00,600.81,2.1,26.73,3.89,6.38,7.89,10.79,2.66,1.0
2024-06-06,17:00:00,580.79,1.09,25.36,6.53,6.44,7.99,10.87,2.63,1.0
2024-06-06,18:00:00,554.08,0.82,23.99,7.51,5.9,7.27,9.82,2.41,1.0
2024-06-06,19:00:00,487.33,0.41,19.88,9.48,4.77,5.97,7.88,1.99,1.0
2024-06-06,20:00:00,427.25,0.15,15.42,11.44,4.11,5.37,6.86,1.69,1.0
2024-06-06,21:00:00,413.89,0.1,13.54,11.09,3.93,5.57,6.69,1.5,1.0
2024-06-06,22:00:00,423.91,0.11,12.85,10.01,3.81,6.03,6.83,1.31,1.0
2024-06-06,23:00:00,433.92,0.14,12.17,9.03,3.87,6.34,6.98,1.28,1.0
2024-06-07,00:00:00,440.6,0.3,12.0,7.87,4.11,6.13,6.75,1.33,1.0
2024-06-07,01:00:00,467.3,1.3,13.88,5.19,5.07,6.16,7.1,1.65,1.0
2024-06-07,02:00:00,554.08,5.64,15.77,3.53,6.08,6.62,8.23,2.18,1.0
2024-06-07,03:00:00,600.81,10.39,14.74,7.24,6.44,6.34,8.37,2.6,1.0
2024-06-07,04:00:00,494.0,6.2,14.05,15.38,5.66,4.51,6.11,2.22,1.0
2024-06-07,05:00:00,433.92,3.35,13.02,21.1,5.72,3.86,5.2,2.15,1.0
2024-06-07,06:00:00,407.22,2.32,11.48,28.25,5.84,3.54,4.71,2.12,1.0
2024-06-07,07:00:00,363.83,1.22,9.94,31.83,4.83,2.85,3.77,1.88,1.0
2024-06-07,08:00:00,350.48,0.65,10.37,27.54,4.59,2.27,3.06,1.74,1.0
2024-06-07,09:00:00,353.81,0.42,11.48,25.03,4.83,2.11,2.89,1.85,1.0
2024-06-07,10:00:00,400.54,0.46,15.25,20.38,6.02,2.63,3.49,2.12,1.0
2024-06-07,11:00:00,507.35,1.51,21.93,13.41,6.5,3.87,4.93,2.47,1.0
2024-06-07,12:00:00,620.84,4.08,27.42,7.24,6.08,4.96,6.17,2.37,1.0
2024-06-07,13:00:00,700.95,6.59,30.5,2.66,6.14,5.99,7.5,2.31,1.0
2024-06-07,14:00:00,687.6,6.31,29.13,1.04,6.2,6.76,8.72,2.44,1.0
2024-06-07,15:00:00,620.84,4.08,26.39,1.99,5.72,6.89,9.15,2.41,1.0
2024-06-07,16:00:00,574.11,2.29,24.33,3.58,5.9,6.87,9.45,2.44,1.0
2024-06-07,17:00:00,540.73,1.44,22.28,5.19,5.72,6.64,9.4,2.44,1.0
2024-06-07,18:00:00,494.0,0.96,20.05,6.44,4.83,5.74,8.32,2.22,1.0
2024-06-07,19:00:00,423.91,0.34,15.42,9.75,3.46,4.41,6.52,2.01,1.0
2024-06-07,20:00:00,367.16,0.06,10.71,13.59,2.59,3.29,4.91,1.9,1.0
2024-06-07,21:00:00,327.11,0.03,8.05,15.74,2.53,2.53,3.73,1.73,1.0
2024-06-07,22:00:00,297.07,0.02,6.17,17.17,2.38,1.95,2.77,1.38,1.0
2024-06-07,23:00:00,280.38,0.03,5.18,17.88,2.32,1.58,2.14,1.09,1.0
2024-06-08,00:00:00,273.7,0.05,5.06,17.7,2.38,1.35,1.78,0.98,1.0
2024-06-08,01:00:00,290.39,0.15,6.68,16.45,2.8,1.52,2.05,1.04,1.0
2024-06-08,02:00:00,340.46,0.87,9.85,13.59,3.16,2.0,2.8,1.3,1.0
2024-06-08,03:00:00,363.83,2.18,10.45,13.77,3.28,2.23,3.17,1.5,1.0
2024-06-08,04:00:00,340.46,1.73,9.42,17.52,3.43,2.16,3.06,1.58,1.0
2024-06-08,05:00:00,317.1,1.36,7.45,23.6,3.49,2.08,2.89,1.65,1.0
2024-06-08,06:00:00,307.08,1.19,6.17,31.83,3.28,2.08,2.79,1.63,1.0
2024-06-08,07:00:00,303.75,0.94,5.83,38.98,3.01,2.24,2.83,1.54,1.0
2024-06-08,08:00:00,310.42,0.78,6.34,40.05,2.98,2.08,2.54,1.3,1.0
2024-06-08,09:00:00,320.43,0.87,6.77,40.77,3.1,1.94,2.35,1.14,1.0
2024-06-08,10:00:00,323.77,1.3,6.34,43.99,2.92,1.88,2.24,1.0,1.0
2024-06-08,11:00:00,340.46,1.16,8.74,36.84,2.86,1.69,2.07,1.03,1.0
2024-06-08,12:00:00,370.5,0.73,12.17,28.25,2.89,1.77,2.19,1.11,1.0
2024-06-08,13:00:00,387.19,0.25,14.22,22.89,3.04,2.21,2.77,1.27,1.0
2024-06-08,14:00:00,380.52,0.09,13.71,21.1,3.16,2.78,3.55,1.46,1.0
2024-06-08,15:00:00,363.83,0.08,12.17,20.38,3.1,2.84,3.77,1.47,1.0
2024-06-08,16:00:00,350.48,0.08,10.97,19.49,3.31,2.84,4.0,1.54,1.0
2024-06-08,17:00:00,340.46,0.1,10.11,18.24,3.4,2.76,4.17,1.65,1.0
2024-06-08,18:00:00,323.77,0.1,9.17,17.7,3.22,2.45,3.88,1.61,1.0
2024-06-08,19:00:00,293.73,0.05,7.28,18.78,2.86,2.02,3.22,1.49,1.0
2024-06-08,20:00:00,270.37,0.02,5.65,20.38,2.71,1.68,2.61,1.38,1.0
2024-06-08,21:00:00,260.35,0.02,4.71,21.28,2.65,1.51,2.27,1.25,1.0
2024-06-08,22:00:00,250.34,0.01,4.03,22.17,2.44,1.32,1.87,1.06,1.0
2024-06-08,23:00:00,247.0,0.01,3.73,22.89,2.29,1.19,1.61,0.92,1.0
2024-06-09,00:00:00,250.34,0.02,3.94,22.89,2.29,1.11,1.47,0.9,1.0
2024-06-09,01:00:00,270.37,0.07,5.57,21.46,2.62,1.25,1.74,1.08,1.0
2024-06-09,02:00:00,310.42,0.57,8.23,18.78,2.8,1.59,2.34,1.41,1.0
2024-06-09,03:00:00,330.45,1.87,8.31,19.13,2.74,1.75,2.66,1.66,1.0
2024-06-09,04:00:00,313.76,1.58,7.54,21.64,2.68,1.72,2.54,1.65,1.0
2024-06-09,05:00:00,297.07,1.12,6.51,25.03,2.65,1.63,2.32,1.57,1.0
2024-06-09,06:00:00,287.06,0.94,5.48,30.4,2.41,1.45,2.0,1.42,1.0
2024-06-09,07:00:00,267.03,0.47,4.37,33.62,1.73,1.07,1.47,1.08,1.0
2024-06-09,08:00:00,267.03,0.29,4.46,35.05,1.64,1.02,1.39,1.06,1.0
2024-06-09,09:00:00,270.37,0.2,4.8,36.48,1.68,1.01,1.38,1.09,1.0
2024-06-09,10:00:00,293.73,0.18,6.77,35.41,2.21,1.27,1.64,1.25,1.0
2024-06-09,11:00:00,333.79,0.24,9.68,32.9,2.44,1.61,2.02,1.39,1.0
2024-06-09,12:00:00,380.52,0.21,13.37,27.54,2.5,1.82,2.3,1.42,1.0
2024-06-09,13:00:00,400.54,0.12,14.74,24.32,2.71,1.94,2.61,1.61,1.0
2024-06-09,14:00:00,370.5,0.05,12.17,25.39,2.65,1.86,2.72,1.9,1.0
2024-06-09,15:00:00,343.8,0.02,9.94,27.18,2.47,1.82,2.78,2.12,1.0
2024-06-09,16:00:00,330.45,0.02,9.0,26.82,2.56,1.84,2.84,2.18,1.0
2024-06-09,17:00:00,327.11,0.03,8.83,24.32,2.62,1.91,3.01,2.18,1.0
2024-06-09,18:00:00,320.43,0.04,8.57,21.64,2.47,1.8,2.85,1.95,1.0
2024-06-09,19:00:00,297.07,0.03,7.28,20.74,2.41,1.59,2.52,1.69,1.0
2024-06-09,20:00:00,280.38,0.02,6.08,21.1,2.71,1.54,2.41,1.57,1.0
2024-06-09,21:00:00,267.03,0.02,5.01,21.64,2.65,1.37,2.13,1.47,1.0
2024-06-09,22:00:00,257.02,0.02,4.46,21.82,2.59,1.33,1.97,1.33,1.0
2024-06-09,23:00:00,253.68,0.02,4.28,21.64,2.65,1.31,1.84,1.19,1.0
2024-06-10,00:00:00,257.02,0.04,4.67,20.74,2.8,1.33,1.81,1.16,1.0
2024-06-10,01:00:00,283.72,0.15,6.68,18.24,3.19,1.57,2.21,1.3,1.0
2024-06-10,02:00:00,340.46,1.03,9.85,14.66,3.37,1.94,2.91,1.68,1.0
2024-06-10,03:00:00,367.16,2.96,9.77,15.38,3.22,2.02,3.2,1.99,1.0
2024-06-10,04:00:00,347.14,1.84,9.77,16.99,3.04,1.87,2.92,2.03,1.0
2024-06-10,05:00:00,320.43,1.45,8.05,20.21,3.01,1.67,2.58,2.03,1.0
2024-06-10,06:00:00,303.75,1.48,6.68,23.96,2.8,1.37,2.12,1.87,1.0
2024-06-10,07:00:00,290.39,1.24,5.57,28.25,2.32,1.02,1.54,1.44,1.0
2024-06-10,08:00:00,290.39,1.16,5.74,31.83,2.29,1.02,1.46,1.27,1.0
2024-06-10,09:00:00,293.73,1.08,6.0,35.05,2.41,1.11,1.52,1.22,1.0
2024-06-10,10:00:00,297.07,0.98,6.43,36.48,2.41,1.16,1.55,1.16,1.0
2024-06-10,11:00:00,320.43,1.02,8.74,32.9,2.56,1.26,1.67,1.2,1.0
2024-06-10,12:00:00,357.15,0.75,12.68,27.54,2.77,1.46,1.94,1.36,1.0
2024-06-10,13:00:00,383.85,0.3,15.42,22.17,3.22,1.78,2.51,1.82,1.0
2024-06-10,14:00:00,380.52,0.12,14.74,20.21,3.46,2.06,3.11,2.47,1.0
2024-06-10,15:00:00,367.16,0.11,13.19,19.49,3.37,2.18,3.45,2.82,1.0
2024-06-10,16:00:00,357.15,0.11,12.17,18.6,3.49,2.36,3.82,2.88,1.0
2024-06-10,17:00:00,350.48,0.11,11.31,17.88,3.37,2.44,4.11,2.75,1.0
2024-06-10,18:00:00,340.46,0.1,10.62,17.7,2.98,2.26,3.86,2.34,1.0
2024-06-10,19:00:00,313.76,0.06,8.91,18.42,2.56,1.93,3.27,1.99,1.0
2024-06-10,20:00:00,290.39,0.03,7.2,18.95,2.5,1.87,3.11,1.8,1.0
2024-06-10,21:00:00,277.04,0.02,6.08,19.67,2.5,1.71,2.79,1.68,1.0
2024-06-10,22:00:00,263.69,0.02,5.27,20.56,2.38,1.45,2.28,1.54,1.0
2024-06-10,23:00:00,257.02,0.02,4.88,21.1,2.44,1.22,1.82,1.39,1.0
2024-06-11,00:00:00,260.35,0.04,5.1,21.28,2.65,1.23,1.76,1.35,1.0
2024-06-11,01:00:00,287.06,0.12,7.28,19.67,3.25,1.61,2.33,1.54,1.0
2024-06-11,02:00:00,340.46,0.83,10.71,16.81,3.49,2.09,3.17,1.99,1.0
2024-06-11,03:00:00,363.83,2.26,10.8,18.06,3.31,2.05,3.29,2.25,1.0
2024-06-11,04:00:00,333.79,2.26,8.65,23.6,3.04,1.8,2.92,2.18,1.0
2024-06-11,05:00:00,313.76,1.98,7.03,28.97,3.01,1.75,2.81,2.15,1.0
2024-06-11,06:00:00,300.41,1.69,6.51,32.9,2.92,1.71,2.7,2.09,1.0
2024-06-11,07:00:00,290.39,1.4,6.25,34.69,2.5,1.53,2.3,1.76,1.0
2024-06-11,08:00:00,290.39,1.3,6.34,36.48,2.38,1.44,2.0,1.47,1.0
2024-06-11,09:00:00,290.39,1.16,6.51,36.84,2.38,1.35,1.81,1.31,1.0
2024-06-11,10:00:00,300.41,1.02,7.63,33.97,2.56,1.35,1.8,1.35,1.0
2024-06-11,11:00:00,333.79,0.91,10.97,27.89,2.92,1.53,2.03,1.42,1.0
2024-06-11,12:00:00,380.52,0.6,15.59,21.1,3.25,1.85,2.45,1.54,1.0
2024-06-11,13:00:00,407.22,0.31,17.82,18.06,3.67,2.33,3.18,1.76,1.0
2024-06-11,14:00:00,390.53,0.14,15.94,20.03,3.67,2.77,3.92,1.99,1.0
2024-06-11,15:00:00,370.5,0.06,13.71,23.25,3.4,3.05,4.32,1.99,1.0
2024-06-11,16:00:00,367.16,0.04,12.51,23.96,3.28,3.3,4.45,1.68,1.0
2024-06-11,17:00:00,370.5,0.05,12.0,22.71,3.13,3.5,4.58,1.46,1.0
2024-06-11,18:00:00,360.49,0.05,11.65,21.1,2.83,3.27,4.21,1.31,1.0
2024-06-11,19:00:00,330.45,0.03,9.77,20.74,2.56,2.49,3.33,1.36,1.0
2024-06-11,20:00:00,300.41,0.02,7.8,21.1,2.59,1.81,2.59,1.5,1.0
2024-06-11,21:00:00,280.38,0.02,6.51,20.92,2.62,1.49,2.21,1.5,1.0
2024-06-11,22:00:00,263.69,0.02,5.57,21.1,2.53,1.28,1.88,1.39,1.0
2024-06-11,23:00:00,253.68,0.02,4.88,21.64,2.53,1.11,1.64,1.3,1.0
2024-06-12,00:00:00,253.68,0.03,4.93,21.82,2.62,1.04,1.52,1.28,1.0
2024-06-12,01:00:00,280.38,0.11,6.85,19.85,3.07,1.27,1.87,1.5,1.0
2024-06-12,02:00:00,337.12,0.8,10.71,15.56,3.34,1.71,2.57,1.93,1.0
2024-06-12,03:00:00,373.84,2.71,11.31,15.2,3.37,1.86,2.88,2.22,1.0
2024-06-12,04:00:00,357.15,1.87,11.48,17.17,3.37,1.8,2.79,2.25,1.0
2024-06-12,05:00:00,327.11,1.56,9.34,21.64,3.34,1.64,2.63,2.34,1.0
2024-06-12,06:00:00,307.08,1.38,8.05,26.11,3.07,1.45,2.38,2.37,1.0
2024-06-12,07:00:00,287.06,1.01,6.68,31.83,2.32,1.23,1.89,1.82,1.0
2024-06-12,08:00:00,287.06,1.02,6.34,33.62,2.15,1.28,1.76,1.36,1.0
2024-06-12,09:00:00,283.72,1.02,5.91,35.76,2.06,1.28,1.67,1.11,1.0
2024-06-12,10:00:00,287.06,0.85,6.34,35.41,2.06,1.3,1.68,1.11,1.0
2024-06-12,11:00:00,317.1,0.78,9.42,31.47,2.47,1.51,1.99,1.41,1.0
2024-06-12,12:00:00,363.83,0.64,14.05,24.32,2.86,1.77,2.36,1.71,1.0
2024-06-12,13:00:00,393.87,0.31,16.79,18.78,3.37,2.13,3.0,2.15,1.0
2024-06-12,14:00:00,380.52,0.14,15.08,19.85,3.55,2.56,3.82,2.63,1.0
2024-06-12,15:00:00,360.49,0.07,12.85,23.25,3.43,3.03,4.6,2.82,1.0
2024-06-12,16:00:00,353.81,0.04,12.17,24.68,3.58,3.41,5.13,2.88,1.0
2024-06-12,17:00:00,363.83,0.04,12.17,24.32,3.61,3.41,5.09,2.82,1.0
2024-06-12,18:00:00,367.16,0.04,12.0,24.32,3.34,3.06,4.53,2.5,1.0
2024-06-12,19:00:00,343.8,0.02,9.77,26.11,2.89,2.42,3.55,2.09,1.0
2024-06-12,20:00:00,313.76,0.01,7.37,26.82,2.83,2.13,3.1,1.85,1.0
2024-06-12,21:00:00,297.07,0.01,6.17,26.11,2.89,1.96,2.84,1.69,1.0
2024-06-12,22:00:00,280.38,0.01,5.48,24.68,2.77,1.71,2.41,1.49,1.0
2024-06-12,23:00:00,273.7,0.02,5.31,23.25,2.89,1.58,2.19,1.36,1.0
2024-06-13,00:00:00,277.04,0.04,5.91,21.46,3.22,1.65,2.26,1.38,1.0
2024-06-13,01:00:00,310.42,0.18,8.83,17.88,4.05,2.18,3.04,1.63,1.0
2024-06-13,02:00:00,383.85,1.33,13.02,13.23,4.35,2.87,4.19,2.12,1.0
2024-06-13,03:00:00,413.89,3.41,13.02,14.31,4.05,2.8,4.29,2.34,1.0
2024-06-13,04:00:00,370.5,1.84,11.82,18.6,3.61,2.27,3.54,2.15,1.0
2024-06-13,05:00:00,333.79,0.88,10.2,22.35,3.55,1.92,3.05,2.12,1.0
2024-06-13,06:00:00,313.76,0.66,8.91,26.11,3.4,1.68,2.69,2.12,1.0
2024-06-13,07:00:00,297.07,0.64,7.54,30.4,2.77,1.37,2.15,1.82,1.0
2024-06-13,08:00:00,300.41,0.78,7.97,32.19,2.77,1.42,2.07,1.66,1.0
2024-06-13,09:00:00,313.76,0.78,8.74,34.33,2.98,1.65,2.29,1.69,1.0
2024-06-13,10:00:00,343.8,0.95,11.14,34.69,3.76,2.2,2.89,1.95,1.0
2024-06-13,11:00:00,400.54,1.13,15.25,31.83,4.17,2.85,3.59,2.09,1.0
2024-06-13,12:00:00,460.62,1.13,20.39,23.96,4.23,3.27,4.07,1.96,1.0
2024-06-13,13:00:00,527.38,0.99,25.36,13.77,4.89,3.97,4.99,1.9,1.0
2024-06-13,14:00:00,534.06,1.01,25.02,9.03,5.3,4.75,6.2,2.06,1.0
2024-06-13,15:00:00,507.35,0.78,22.62,9.66,5.01,4.99,6.8,2.06,1.0
2024-06-13,16:00:00,480.65,0.53,20.73,11.09,5.25,5.23,7.51,2.22,1.0
2024-06-13,17:00:00,460.62,0.33,18.68,13.23,4.89,5.15,7.79,2.37,1.0
2024-06-13,18:00:00,427.25,0.17,16.45,16.09,3.99,4.48,7.06,2.25,1.0
2024-06-13,19:00:00,380.52,0.05,12.51,20.03,3.1,3.31,5.34,1.95,1.0
2024-06-13,20:00:00,350.48,0.02,9.42,21.64,2.92,2.82,4.47,1.79,1.0
2024-06-13,21:00:00,330.45,0.01,7.8,21.64,2.95,2.52,3.83,1.69,1.0
2024-06-13,22:00:00,317.1,0.02,6.85,21.1,2.86,2.38,3.34,1.52,1.0
2024-06-13,23:00:00,307.08,0.02,6.51,20.38,2.92,2.35,3.08,1.38,1.0
2024-06-14,00:00:00,307.08,0.05,6.85,19.13,3.13,2.41,3.08,1.33,1.0
2024-06-14,01:00:00,333.79,0.2,9.34,16.27,3.78,2.75,3.63,1.52,1.0
2024-06-14,02:00:00,397.21,0.99,13.54,11.8,4.05,3.17,4.44,1.93,1.0
2024-06-14,03:00:00,420.57,2.21,14.39,11.62,3.87,3.05,4.54,2.25,1.0
2024-06-14,04:00:00,387.19,2.37,11.82,17.34,3.67,2.72,4.27,2.37,1.0
2024-06-14,05:00:00,360.49,2.18,9.77,22.89,3.7,2.58,4.17,2.5,1.0
2024-06-14,06:00:00,340.46,2.04,8.31,29.33,3.58,2.46,4.01,2.53,1.0
2024-06-14,07:00:00,323.77,1.05,8.57,32.54,3.19,2.24,3.55,2.28,1.0
2024-06-14,08:00:00,320.43,0.78,8.74,35.05,3.07,2.21,3.26,1.99,1.0
2024-06-14,09:00:00,320.43,0.66,8.74,37.55,3.13,2.26,3.12,1.8,1.0
2024-06-14,10:00:00,320.43,0.58,8.91,38.27,2.95,2.06,2.79,1.77,1.0
2024-06-14,11:00:00,347.14,0.6,11.48,35.05,3.07,2.02,2.76,2.06,1.0
2024-06-14,12:00:00,387.19,0.57,15.25,29.33,3.28,2.2,3.07,2.41,1.0
2024-06-14,13:00:00,467.3,0.48,21.42,18.42,4.35,2.97,4.22,3.29,1.0
2024-06-14,14:00:00,514.03,0.71,24.33,10.82,5.19,3.99,5.88,4.43,1.0
2024-06-14,15:00:00,507.35,0.86,22.62,9.03,5.25,4.44,6.75,4.69,1.0
2024-06-14,16:00:00,487.33,0.84,20.73,8.4,5.54,4.83,7.47,4.5,1.0
2024-06-14,17:00:00,460.62,0.63,18.34,9.57,5.25,4.73,7.54,4.18,1.0
2024-06-14,18:00:00,417.23,0.32,16.11,12.87,4.35,3.9,6.43,3.36,1.0
2024-06-14,19:00:00,360.49,0.07,11.82,18.95,3.25,2.94,4.92,2.44,1.0
2024-06-14,20:00:00,317.1,0.01,8.05,23.25,2.59,2.54,4.21,1.95,1.0
2024-06-14,21:00:00,300.41,0.01,6.51,24.32,2.62,2.47,3.96,1.74,1.0
2024-06-14,22:00:00,290.39,0.01,5.74,24.68,2.62,2.38,3.73,1.69,1.0
2024-06-14,23:00:00,283.72,0.01,5.36,23.6,2.65,2.18,3.39,1.71,1.0
2024-06-15,00:00:00,287.06,0.03,5.74,21.99,2.77,2.0,3.03,1.77,1.0
2024-06-15,01:00:00,317.1,0.16,8.23,18.06,3.25,2.2,3.28,1.9,1.0
2024-06-15,02:00:00,383.85,1.58,11.65,13.41,3.73,2.67,4.04,2.31,1.0
2024-06-15,03:00:00,413.89,4.47,10.8,15.38,3.81,2.78,4.37,2.75,1.0
2024-06-15,04:00:00,357.15,2.82,8.65,23.25,3.34,2.15,3.45,2.41,1.0
2024-06-15,05:00:00,320.43,1.4,6.85,32.54,3.25,2.07,3.2,2.31,1.0
2024-06-15,06:00:00,303.75,0.73,5.74,41.84,3.01,2.06,3.0,2.31,1.0
2024-06-15,07:00:00,263.69,0.44,4.16,47.92,2.03,1.44,2.04,1.74,1.0
2024-06-15,08:00:00,253.68,0.43,4.46,50.07,1.91,1.06,1.58,1.52,1.0
2024-06-15,09:00:00,257.02,0.41,4.97,52.93,2.0,1.06,1.59,1.54,1.0
2024-06-15,10:00:00,273.7,0.42,6.68,51.5,2.44,1.15,1.75,1.8,1.0
2024-06-15,11:00:00,323.77,0.51,10.8,43.99,3.01,1.37,2.1,2.31,1.0
2024-06-15,12:00:00,383.85,0.45,16.11,34.33,3.31,1.64,2.52,2.75,1.0
2024-06-15,13:00:00,407.22,0.14,18.16,27.54,3.55,1.89,2.96,3.1,1.0
2024-06-15,14:00:00,373.84,0.03,14.57,26.11,3.37,1.96,3.17,3.32,1.0
2024-06-15,15:00:00,343.8,0.02,11.48,26.46,3.01,1.97,3.24,3.48,1.0
2024-06-15,16:00:00,337.12,0.02,10.45,26.82,2.98,2.11,3.39,3.55,1.0
2024-06-15,17:00:00,343.8,0.02,10.62,25.39,3.07,2.21,3.52,3.36,1.0
2024-06-15,18:00:00,337.12,0.03,10.54,23.25,2.89,2.09,3.39,2.91,1.0
2024-06-15,19:00:00,313.76,0.02,9.08,22.53,2.56,1.78,2.98,2.47,1.0
2024-06-15,20:00:00,293.73,0.01,7.45,22.53,2.59,1.81,3.1,2.31,1.0
2024-06-15,21:00:00,283.72,0.01,6.51,21.99,2.74,1.88,3.2,2.18,1.0
2024-06-15,22:00:00,280.38,0.01,6.0,21.1,2.8,1.98,3.3,2.09,1.0
2024-06-15,23:00:00,283.72,0.02,5.91,19.67,2.89,2.09,3.37,2.03,1.0
2024-06-16,00:00:00,293.73,0.06,6.68,17.7,3.13,2.34,3.57,1.98,1.0
2024-06-17,01:00:00,343.8,0.22,10.45,16.99,4.65,2.79,3.86,1.63,1.0
2024-06-17,02:00:00,433.92,1.55,15.25,13.59,5.36,3.55,5.05,1.96,1.0
2024-06-17,03:00:00,467.3,4.36,14.74,15.74,5.36,3.55,5.24,2.22,1.0
2024-06-17,04:00:00,403.88,2.63,13.02,21.99,4.77,2.88,4.3,2.09,1.0
2024-06-17,05:00:00,363.83,1.61,11.31,26.46,4.77,2.51,3.7,2.09,1.0
2024-06-17,06:00:00,343.8,1.26,10.02,30.76,4.65,2.19,3.18,2.06,1.0
2024-06-17,07:00:00,313.76,0.64,8.74,35.05,3.61,1.75,2.47,1.69,1.0
2024-06-17,08:00:00,310.42,0.57,8.57,35.41,3.4,1.63,2.22,1.54,1.0
2024-06-17,09:00:00,317.1,0.71,9.08,35.41,3.52,1.63,2.2,1.55,1.0
2024-06-17,10:00:00,330.45,0.63,10.54,34.69,3.73,1.77,2.38,1.79,1.0
2024-06-17,11:00:00,370.5,0.65,13.88,31.83,3.81,2.1,2.81,2.09,1.0
2024-06-17,12:00:00,407.22,0.46,17.48,27.89,3.64,2.34,3.06,1.93,1.0
2024-06-17,13:00:00,473.98,0.3,22.96,20.56,4.29,3.02,4.02,1.99,1.0
2024-06-17,14:00:00,514.03,0.34,24.68,15.56,4.89,3.9,5.38,2.18,1.0
2024-06-17,15:00:00,520.71,0.39,23.99,13.59,5.13,4.6,6.53,2.31,1.0
2024-06-17,16:00:00,520.71,0.42,23.65,12.34,5.72,5.16,7.51,2.5,1.0
2024-06-17,17:00:00,514.03,0.44,22.62,11.44,5.66,5.39,8.15,2.66,1.0
2024-06-17,18:00:00,487.33,0.41,20.91,10.91,4.89,4.82,7.63,2.56,1.0
2024-06-17,19:00:00,427.25,0.21,16.96,12.52,3.99,3.94,6.58,2.41,1.0
2024-06-17,20:00:00,380.52,0.08,13.02,14.48,3.87,3.64,6.16,2.37,1.0
2024-06-17,21:00:00,350.48,0.05,10.8,15.2,3.99,3.68,6.06,2.31,1.0
